ano,mes,data,regiao,uf,cultura,area_plantada_ha,producao_toneladas,produtividade,chuva_mm,temperatura_media,valor_producao,exportacoes,nivel_produtividade
2015,1,2015-01-01,Sul,RS,Cana-de-açúcar,53257.38,381582.96,20.47,163.3,28.7,160354885.97,45268.63,Alto
2015,2,2015-02-01,Norte,AM,Café,3228.27,266565.98,72.17,197.6,20.2,172451931.82,118629.4,Alto
2015,2,2015-02-01,Norte,PA,Cana-de-açúcar,22074.81,391475.92,20.6,90.8,25.0,11895540.86,209786.22,Médio
2015,2,2015-02-01,Norte,PA,Feijão,62648.17,165617.8,17.04,51.0,31.9,62844683.51,229425.27,Alto
2015,2,2015-02-01,Norte,RO,Café,56183.67,63141.98,79.9,101.9,21.8,385612926.66,197234.1,Médio
2015,2,2015-02-01,Norte,TO,Milho,13392.25,451156.09,70.44,79.6,24.3,102661835.57,61394.27,Alto
2015,2,2015-02-01,Nordeste,BA,Arroz,42554.73,464097.89,39.48,87.1,27.7,61593153.85,7452.24,Muito Alto
2015,2,2015-02-01,Nordeste,BA,Arroz,61762.74,202082.2,15.48,159.2,26.6,85658509.37,65363.94,Muito Alto
2015,2,2015-02-01,Nordeste,PE,Arroz,4639.03,428454.13,56.03,70.1,25.3,240892229.91,132838.9,Alto
2015,2,2015-02-01,Nordeste,PE,Arroz,27974.02,475679.84,34.99,164.6,28.1,200448418.67,223570.96,Muito Alto
2015,2,2015-02-01,Nordeste,CE,Arroz,46068.27,342588.67,35.35,270.7,26.8,346996243.16,49824.08,Alto
2015,2,2015-02-01,Nordeste,CE,Arroz,3686.99,276353.86,48.61,133.2,27.3,332246140.85,200157.19,Muito Alto
2015,2,2015-02-01,Nordeste,MA,Café,57539.34,469062.28,42.25,48.3,27.1,105407809.67,181592.05,Alto
2015,2,2015-02-01,Nordeste,PB,Arroz,67098.9,239561.71,23.43,52.6,32.2,444902335.71,238075.62,Alto
2015,2,2015-02-01,Centro-Oeste,DF,Feijão,4692.7,367134.58,69.8,284.4,17.3,117830894.51,202150.22,Alto
2015,2,2015-02-01,Centro-Oeste,GO,Arroz,11666.35,403514.9,22.46,215.1,21.8,61780769.46,168804.79,Médio
2015,2,2015-02-01,Centro-Oeste,GO,Algodão,7691.91,98747.68,21.23,97.7,23.5,264635397.15,240682.61,Médio
2015,2,2015-02-01,Centro-Oeste,MT,Milho,1478.86,424430.5,62.84,65.1,32.3,77118478.73,240776.02,Alto
2015,2,2015-02-01,Centro-Oeste,MS,Arroz,19500.45,195969.51,75.77,107.4,28.9,410602114.83,189064.64,Baixo
2015,2,2015-02-01,Sudeste,SP,Soja,44119.58,239386.78,76.09,67.9,20.7,61701315.16,72676.55,Alto
2015,2,2015-02-01,Sudeste,SP,Feijão,60539.64,440441.66,40.14,69.4,24.8,33690142.86,129776.31,Alto
2015,2,2015-02-01,Sudeste,SP,Algodão,5643.76,111518.78,30.88,216.7,30.1,295065327.57,198956.69,Baixo
2015,2,2015-02-01,Sudeste,RJ,Feijão,584.62,188641.59,25.05,26.8,30.7,209183296.82,137179.26,Muito Alto
2015,2,2015-02-01,Sudeste,RJ,Algodão,58838.07,475423.1,67.21,62.5,26.0,5315841.23,131614.75,Baixo
2015,2,2015-02-01,Sudeste,RJ,Cana-de-açúcar,3889.06,314793.99,62.64,76.8,25.3,429943486.64,216995.18,Médio
2015,2,2015-02-01,Sudeste,RJ,Algodão,26674.24,488991.55,71.54,291.0,24.4,178489584.23,115884.53,Médio
2015,2,2015-02-01,Sudeste,MG,Café,71035.88,10172.54,7.16,19.9,20.2,297978412.76,9604.92,Muito Alto
2015,2,2015-02-01,Sudeste,MG,Café,31127.14,349939.11,12.91,126.4,26.9,21220232.07,171382.85,Médio
2015,2,2015-02-01,Sudeste,MG,Feijão,76110.31,195339.54,26.48,53.0,25.0,360751498.44,70685.36,Alto
2015,2,2015-02-01,Sudeste,ES,Café,69987.67,91948.37,30.11,190.0,29.8,16349586.84,239119.58,Muito Alto
2015,2,2015-02-01,Sudeste,ES,Cana-de-açúcar,1680.0,356139.48,10.9,132.6,34.1,459135451.6,50833.71,Baixo
2015,2,2015-02-01,Sudeste,ES,Feijão,60287.29,366669.72,65.1,90.1,19.2,320527661.32,213213.33,Muito Alto
2015,2,2015-02-01,Sul,PR,Arroz,67440.96,129800.93,52.3,116.9,26.0,106096145.34,93403.1,Alto
2015,2,2015-02-01,Sul,PR,Arroz,64732.19,308324.38,34.92,198.1,26.5,381259385.12,242206.19,Alto
2015,2,2015-02-01,Sul,SC,Arroz,25000.04,145776.24,2.65,96.8,24.2,45435215.35,87106.96,Alto
2015,2,2015-02-01,Sul,SC,Cana-de-açúcar,31268.31,128540.99,73.02,112.9,25.0,473085063.65,165126.65,Médio
2015,2,2015-02-01,Sul,RS,Milho,26295.64,203645.89,38.43,69.8,27.4,484839901.31,100225.18,Alto
2015,2,2015-02-01,Sul,RS,Soja,15865.24,122318.29,1.27,168.5,26.9,322851799.6,139142.03,Médio
2015,3,2015-03-01,Norte,AM,Café,55628.46,314385.05,41.93,123.9,21.2,261983003.94,27390.3,Médio
2015,3,2015-03-01,Norte,PA,Algodão,22734.28,389911.29,74.11,61.9,26.3,24112492.22,122408.44,Médio
2015,3,2015-03-01,Norte,PA,Cana-de-açúcar,50465.11,36564.75,61.44,13.0,27.0,94839460.56,127267.06,Baixo
2015,3,2015-03-01,Norte,RO,Soja,762.8,120648.01,71.8,113.6,28.4,291245092.16,221456.5,Médio
2015,3,2015-03-01,Norte,TO,Cana-de-açúcar,72550.58,43760.28,23.91,74.7,24.8,69894177.98,77655.57,Médio
2015,3,2015-03-01,Nordeste,BA,Café,54514.66,106413.97,37.28,292.1,28.9,130839419.81,229726.11,Baixo
2015,3,2015-03-01,Nordeste,BA,Milho,55379.2,136452.56,48.76,60.4,24.8,97628091.84,214354.56,Alto
2015,3,2015-03-01,Nordeste,PE,Soja,22856.72,370712.75,37.35,77.9,20.1,466885977.65,35372.33,Médio
2015,3,2015-03-01,Nordeste,PE,Feijão,56868.98,136223.32,32.53,68.1,23.0,417208444.7,20581.23,Médio
2015,3,2015-03-01,Nordeste,CE,Café,45503.36,434026.04,41.45,64.1,23.0,6077627.35,203340.34,Médio
2015,3,2015-03-01,Nordeste,CE,Café,66039.6,482152.62,54.73,154.8,21.6,164139943.7,229901.9,Médio
2015,3,2015-03-01,Nordeste,MA,Feijão,68565.48,188290.52,27.33,8.3,20.6,179212444.38,90686.68,Baixo
2015,3,2015-03-01,Nordeste,PB,Feijão,20737.69,486277.76,57.39,78.7,25.1,214044557.78,196921.59,Baixo
2015,3,2015-03-01,Centro-Oeste,DF,Algodão,40648.15,341975.46,12.2,77.0,28.2,27138397.3,143025.46,Médio
2015,3,2015-03-01,Centro-Oeste,GO,Algodão,52358.71,444829.78,32.84,120.4,24.9,459083034.65,229719.38,Muito Alto
2015,3,2015-03-01,Centro-Oeste,GO,Cana-de-açúcar,53518.11,286911.64,15.56,296.5,18.7,311743784.63,34104.13,Alto
2015,3,2015-03-01,Centro-Oeste,MT,Soja,40848.7,105127.46,64.56,72.2,21.6,189085600.07,114312.36,Médio
2015,3,2015-03-01,Centro-Oeste,MS,Soja,18192.93,14497.77,76.99,169.1,32.1,337925827.46,123963.38,Muito Alto
2015,3,2015-03-01,Sudeste,SP,Milho,71290.32,369839.38,73.97,108.2,25.4,202793247.18,96724.21,Alto
2015,3,2015-03-01,Sudeste,SP,Cana-de-açúcar,26831.27,235423.06,59.28,43.2,25.2,199757040.72,148611.61,Muito Alto
2015,3,2015-03-01,Sudeste,SP,Soja,22510.13,78698.97,50.3,85.1,24.5,35360757.91,197537.46,Alto
2015,3,2015-03-01,Sudeste,RJ,Feijão,75656.99,367887.37,17.41,87.0,20.5,34229480.19,139654.66,Baixo
2015,3,2015-03-01,Sudeste,RJ,Feijão,63379.67,403138.76,44.88,115.0,26.9,111858646.05,114672.06,Alto
2015,3,2015-03-01,Sudeste,RJ,Algodão,33532.51,188935.57,45.0,119.1,22.6,485398171.1,200043.25,Muito Alto
2015,3,2015-03-01,Sudeste,RJ,Arroz,16866.08,2453.46,66.02,137.5,22.2,229278056.15,11377.86,Alto
2015,3,2015-03-01,Sudeste,MG,Feijão,39568.38,473156.08,27.65,103.1,33.3,490284342.98,139546.95,Alto
2015,3,2015-03-01,Sudeste,MG,Algodão,5235.62,108387.08,79.91,176.8,23.0,489797559.17,186750.94,Alto
2015,3,2015-03-01,Sudeste,MG,Cana-de-açúcar,77996.88,231353.18,48.49,20.4,28.1,139810641.34,4933.09,Alto
2015,3,2015-03-01,Sudeste,ES,Soja,46077.96,130524.44,78.06,74.8,29.0,493189420.59,26152.69,Muito Alto
2015,3,2015-03-01,Sudeste,ES,Soja,44702.07,207245.44,14.2,53.9,25.6,126832204.75,28269.49,Muito Alto
2015,3,2015-03-01,Sudeste,ES,Café,76985.33,140219.73,14.03,316.4,23.6,102150099.57,202630.31,Médio
2015,3,2015-03-01,Sul,PR,Milho,15307.49,152564.46,67.85,32.0,27.2,38669982.27,50655.85,Alto
2015,3,2015-03-01,Sul,PR,Feijão,71411.27,124712.57,51.92,65.0,32.3,45861599.47,55633.28,Médio
2015,3,2015-03-01,Sul,SC,Arroz,21874.73,165676.08,60.22,47.3,30.9,228579395.32,29441.32,Baixo
2015,3,2015-03-01,Sul,SC,Café,26172.76,185515.01,2.71,131.5,29.7,211111092.13,144944.27,Médio
2015,3,2015-03-01,Sul,RS,Arroz,57677.01,471015.25,62.31,93.8,24.7,110866016.78,91294.43,Alto
2015,3,2015-03-01,Sul,RS,Café,2722.33,34164.13,34.08,45.9,22.4,269099634.34,164545.96,Baixo
2015,4,2015-04-01,Norte,AM,Café,56480.82,83345.0,52.29,103.3,23.5,249316159.23,36575.95,Médio
2015,4,2015-04-01,Norte,PA,Feijão,67982.18,393543.72,35.77,54.1,25.7,5213648.75,229268.2,Alto
2015,4,2015-04-01,Norte,PA,Algodão,11036.84,193455.92,23.74,140.7,27.5,168492287.77,154143.69,Alto
2015,4,2015-04-01,Norte,RO,Algodão,75463.17,105347.81,4.19,112.4,25.3,148839985.04,96319.22,Baixo
2015,4,2015-04-01,Norte,TO,Café,61294.01,78414.92,15.54,96.1,32.6,296680453.55,107838.54,Muito Alto
2015,4,2015-04-01,Nordeste,BA,Cana-de-açúcar,21580.96,478102.66,37.85,110.9,20.2,254398585.82,217489.19,Médio
2015,4,2015-04-01,Nordeste,BA,Café,3431.56,52617.51,55.88,53.7,25.8,468009882.69,142837.54,Médio
2015,4,2015-04-01,Nordeste,PE,Milho,79239.72,150513.04,48.41,88.8,16.4,451968785.04,150505.63,Médio
2015,4,2015-04-01,Nordeste,PE,Arroz,32847.59,328925.9,42.81,107.9,31.9,59906714.27,79382.58,Alto
2015,4,2015-04-01,Nordeste,CE,Café,34952.15,95615.69,54.29,130.3,22.0,436503736.71,237170.46,Baixo
2015,4,2015-04-01,Nordeste,CE,Cana-de-açúcar,63937.76,342300.59,67.89,206.5,22.5,444645641.69,8587.45,Muito Alto
2015,4,2015-04-01,Nordeste,MA,Arroz,4311.04,460288.75,11.03,101.5,21.3,351592197.99,33748.25,Baixo
2015,4,2015-04-01,Nordeste,PB,Algodão,6305.99,199445.48,8.82,96.5,25.3,171820353.44,111476.4,Alto
2015,4,2015-04-01,Centro-Oeste,DF,Milho,55318.12,126384.17,58.89,76.8,30.9,322902208.23,228289.16,Médio
2015,4,2015-04-01,Centro-Oeste,GO,Algodão,46953.58,264093.76,22.23,141.1,24.8,335769123.13,105425.51,Baixo
2015,4,2015-04-01,Centro-Oeste,GO,Arroz,612.06,235558.81,16.63,156.1,31.5,131118336.33,150875.71,Muito Alto
2015,4,2015-04-01,Centro-Oeste,MT,Arroz,6192.44,464282.7,40.18,209.2,19.1,342862421.87,165759.27,Alto
2015,4,2015-04-01,Centro-Oeste,MS,Feijão,40825.4,8886.83,9.3,72.5,24.2,382640376.45,181713.62,Muito Alto
2015,4,2015-04-01,Sudeste,SP,Feijão,62434.75,311935.09,74.26,52.6,27.6,98836979.09,10133.73,Médio
2015,4,2015-04-01,Sudeste,SP,Café,53206.74,144845.34,50.74,87.1,31.4,473255249.25,58807.74,Médio
2015,4,2015-04-01,Sudeste,SP,Feijão,8380.48,358260.22,52.98,30.2,26.8,471416204.36,68711.91,Alto
2015,4,2015-04-01,Sudeste,RJ,Café,65132.39,133223.01,69.27,26.5,26.9,451535898.33,165027.83,Alto
2015,4,2015-04-01,Sudeste,RJ,Café,26408.51,215121.24,64.88,71.2,25.0,453270256.66,187658.53,Baixo
2015,4,2015-04-01,Sudeste,RJ,Café,48774.66,284202.78,67.92,91.0,30.4,394946914.15,157088.79,Médio
2015,4,2015-04-01,Sudeste,RJ,Café,12165.62,1907.46,78.65,99.2,28.1,118288495.67,92466.89,Baixo
2015,4,2015-04-01,Sudeste,MG,Cana-de-açúcar,58874.72,354156.39,72.58,60.8,31.7,205392539.97,42222.5,Médio
2015,4,2015-04-01,Sudeste,MG,Cana-de-açúcar,32389.13,253598.97,50.4,29.3,28.4,420837813.95,76236.43,Médio
2015,4,2015-04-01,Sudeste,MG,Cana-de-açúcar,28284.23,214787.79,16.27,82.5,27.1,100334156.53,186900.55,Baixo
2015,4,2015-04-01,Sudeste,ES,Cana-de-açúcar,51462.34,393588.25,64.45,73.2,23.1,151422118.9,103761.08,Alto
2015,4,2015-04-01,Sudeste,ES,Algodão,2162.55,212312.07,74.78,49.6,26.3,99028280.49,145927.76,Baixo
2015,4,2015-04-01,Sudeste,ES,Milho,34816.7,37419.13,24.89,135.8,22.1,207170595.73,136524.58,Baixo
2015,4,2015-04-01,Sul,PR,Cana-de-açúcar,51233.95,293094.63,41.8,146.4,28.8,385760853.08,109214.02,Médio
2015,4,2015-04-01,Sul,PR,Soja,37523.95,111289.08,66.11,177.8,27.6,123718870.91,142282.01,Baixo
2015,4,2015-04-01,Sul,SC,Cana-de-açúcar,49955.32,325719.64,20.8,44.2,23.4,113967947.81,211426.46,Muito Alto
2015,4,2015-04-01,Sul,SC,Arroz,33704.33,1857.94,9.41,84.8,32.2,208575459.94,81241.84,Médio
2015,4,2015-04-01,Sul,RS,Arroz,76435.77,441614.18,38.21,189.3,22.2,460105476.3,237996.37,Alto
2015,4,2015-04-01,Sul,RS,Soja,33425.55,192301.4,23.94,139.3,19.4,16779591.63,199026.84,Alto
2015,5,2015-05-01,Norte,AM,Arroz,68733.87,264029.53,20.77,149.1,27.6,28052018.44,85845.61,Baixo
2015,5,2015-05-01,Norte,PA,Milho,37627.72,421118.22,35.99,36.8,27.0,31579226.21,70382.51,Médio
2015,5,2015-05-01,Norte,PA,Feijão,7483.57,169880.08,29.98,25.9,26.7,255467609.23,178047.65,Muito Alto
2015,5,2015-05-01,Norte,RO,Milho,15097.9,314542.55,35.87,198.5,20.8,48217233.49,120710.31,Baixo
2015,5,2015-05-01,Norte,TO,Algodão,44880.05,38089.33,13.72,115.6,35.7,471042565.8,122324.36,Muito Alto
2015,5,2015-05-01,Nordeste,BA,Milho,47730.92,320767.86,78.4,91.6,26.6,167826568.16,183701.68,Baixo
2015,5,2015-05-01,Nordeste,BA,Café,23063.52,395816.68,9.27,73.1,31.5,85884562.86,55859.72,Baixo
2015,5,2015-05-01,Nordeste,PE,Feijão,26478.74,235257.86,26.46,32.9,22.6,134605251.94,159198.88,Alto
2015,5,2015-05-01,Nordeste,PE,Milho,47218.89,240922.49,75.5,64.0,25.8,206104994.21,235142.45,Alto
2015,5,2015-05-01,Nordeste,CE,Arroz,30320.76,199387.63,9.82,113.4,23.5,322334337.87,210804.87,Muito Alto
2015,5,2015-05-01,Nordeste,CE,Soja,1358.5,412299.16,64.73,51.1,25.9,249029182.93,59269.57,Baixo
2015,5,2015-05-01,Nordeste,MA,Soja,22081.43,8603.8,40.37,102.2,26.9,276770843.7,93058.22,Muito Alto
2015,5,2015-05-01,Nordeste,PB,Arroz,36616.44,311430.95,41.23,89.7,26.9,205424322.22,6810.88,Baixo
2015,5,2015-05-01,Centro-Oeste,DF,Soja,39124.18,212125.54,63.08,140.0,29.4,452781463.35,195150.88,Baixo
2015,5,2015-05-01,Centro-Oeste,GO,Algodão,52317.69,187658.16,5.46,48.0,26.7,450794204.1,101942.94,Alto
2015,5,2015-05-01,Centro-Oeste,GO,Café,58258.24,124119.99,3.02,163.7,26.3,67854318.0,226136.33,Médio
2015,5,2015-05-01,Centro-Oeste,MT,Arroz,12715.78,167783.31,35.87,154.9,25.7,453439140.88,184576.97,Baixo
2015,5,2015-05-01,Centro-Oeste,MS,Café,49674.48,76593.25,38.6,28.0,24.5,372112166.04,247659.32,Baixo
2015,5,2015-05-01,Sudeste,SP,Milho,19502.48,416657.57,10.24,36.0,26.6,197248650.62,13131.83,Alto
2015,5,2015-05-01,Sudeste,SP,Arroz,30390.2,203941.11,31.12,172.6,18.6,54042831.55,102304.81,Alto
2015,5,2015-05-01,Sudeste,SP,Feijão,15855.79,488583.17,39.84,55.1,26.5,7434734.48,57538.85,Baixo
2015,5,2015-05-01,Sudeste,RJ,Café,35207.54,213150.15,42.1,79.8,20.0,363079234.6,19920.32,Médio
2015,5,2015-05-01,Sudeste,RJ,Café,8749.37,428623.79,78.0,135.2,23.8,293996292.76,132127.21,Médio
2015,5,2015-05-01,Sudeste,RJ,Café,13991.85,412534.23,19.64,78.9,30.6,94433086.51,67402.47,Baixo
2015,5,2015-05-01,Sudeste,RJ,Algodão,6737.14,382528.16,32.73,92.2,28.1,198008732.48,118347.16,Baixo
2015,5,2015-05-01,Sudeste,MG,Arroz,76770.27,182912.45,65.13,98.6,26.2,124943525.32,32809.68,Alto
2015,5,2015-05-01,Sudeste,MG,Arroz,49747.23,125580.38,17.84,90.4,28.9,129917469.23,174481.82,Baixo
2015,5,2015-05-01,Sudeste,MG,Cana-de-açúcar,43549.33,124728.44,65.75,181.8,22.2,417776574.65,76047.44,Muito Alto
2015,5,2015-05-01,Sudeste,ES,Milho,56666.93,310455.15,55.58,108.6,25.9,24811944.69,136317.9,Baixo
2015,5,2015-05-01,Sudeste,ES,Café,29669.24,74472.49,22.88,106.0,25.2,488177001.18,172307.33,Alto
2015,5,2015-05-01,Sudeste,ES,Algodão,71927.66,34321.41,35.52,141.4,31.2,194646318.5,41272.48,Muito Alto
2015,5,2015-05-01,Sul,PR,Cana-de-açúcar,34346.41,371165.89,26.36,60.6,26.3,62862253.22,238592.38,Muito Alto
2015,5,2015-05-01,Sul,PR,Milho,42578.22,331265.96,44.47,29.1,22.7,441452645.15,67245.63,Médio
2015,5,2015-05-01,Sul,SC,Café,24382.32,144721.13,45.25,193.1,21.7,135986371.67,59263.94,Alto
2015,5,2015-05-01,Sul,SC,Arroz,51931.55,433222.94,72.61,42.9,23.9,446611444.58,91718.69,Alto
2015,5,2015-05-01,Sul,RS,Arroz,66214.14,197838.43,22.11,116.7,18.8,172726619.78,142822.25,Muito Alto
2015,5,2015-05-01,Sul,RS,Café,77082.6,449043.37,41.25,44.2,27.9,407535729.94,227473.24,Baixo
2015,6,2015-06-01,Norte,AM,Milho,6796.41,272976.4,39.86,42.9,26.1,435834647.75,247559.62,Muito Alto
2015,6,2015-06-01,Norte,PA,Café,58095.03,35901.96,38.9,81.0,24.0,111753868.57,93084.51,Muito Alto
2015,6,2015-06-01,Norte,PA,Algodão,69155.8,361247.86,5.57,100.2,22.9,75584397.01,132971.04,Médio
2015,6,2015-06-01,Norte,RO,Soja,58970.87,330079.49,33.99,212.9,19.7,292263652.51,88201.9,Médio
2015,6,2015-06-01,Norte,TO,Milho,19583.35,101728.29,26.53,192.3,16.6,102114763.34,231592.02,Baixo
2015,6,2015-06-01,Nordeste,BA,Café,17003.48,84187.21,44.2,54.3,26.3,305512185.19,126983.42,Médio
2015,6,2015-06-01,Nordeste,BA,Cana-de-açúcar,12012.29,206280.73,68.24,71.1,22.4,114658383.24,161912.19,Baixo
2015,6,2015-06-01,Nordeste,PE,Milho,3855.0,189590.16,46.44,33.6,27.0,209218887.55,134457.97,Muito Alto
2015,6,2015-06-01,Nordeste,PE,Algodão,43891.09,192690.15,60.62,152.7,23.1,396484522.83,189054.7,Baixo
2015,6,2015-06-01,Nordeste,CE,Milho,32120.57,425893.01,13.77,115.9,26.0,359334903.37,44256.2,Alto
2015,6,2015-06-01,Nordeste,CE,Café,35097.48,216388.86,34.82,60.9,26.0,233004507.66,56960.76,Muito Alto
2015,6,2015-06-01,Nordeste,MA,Cana-de-açúcar,29424.91,169530.84,63.55,135.1,26.9,26225654.89,204751.67,Médio
2015,6,2015-06-01,Nordeste,PB,Milho,52715.85,410259.19,74.01,72.9,20.4,140070710.9,196019.26,Médio
2015,6,2015-06-01,Centro-Oeste,DF,Feijão,31262.81,39121.9,47.65,92.1,23.8,130195429.03,68965.79,Médio
2015,6,2015-06-01,Centro-Oeste,GO,Cana-de-açúcar,40075.13,231820.97,14.25,276.0,26.0,122773746.54,112221.01,Muito Alto
2015,6,2015-06-01,Centro-Oeste,GO,Soja,3774.88,164869.76,64.67,85.9,30.6,282145268.07,220517.81,Baixo
2015,6,2015-06-01,Centro-Oeste,MT,Arroz,22626.85,395873.58,14.1,55.6,32.0,498215712.61,223182.96,Alto
2015,6,2015-06-01,Centro-Oeste,MS,Milho,16509.36,14822.91,11.44,80.6,27.4,461268695.62,111737.34,Baixo
2015,6,2015-06-01,Sudeste,SP,Cana-de-açúcar,33110.14,63692.92,53.82,78.1,24.1,230078273.06,198811.85,Médio
2015,6,2015-06-01,Sudeste,SP,Soja,22537.19,2863.87,24.58,92.1,29.7,488184120.64,99890.36,Alto
2015,6,2015-06-01,Sudeste,SP,Soja,13812.4,469784.77,42.67,81.6,31.1,55028833.55,192377.15,Muito Alto
2015,6,2015-06-01,Sudeste,RJ,Arroz,57113.37,395414.77,37.25,64.7,22.6,182669688.02,8658.49,Muito Alto
2015,6,2015-06-01,Sudeste,RJ,Arroz,11174.28,475194.19,3.58,125.1,22.8,128463429.28,231216.34,Baixo
2015,6,2015-06-01,Sudeste,RJ,Soja,69718.41,294651.6,77.85,125.6,22.9,121209067.58,237130.24,Médio
2015,6,2015-06-01,Sudeste,RJ,Cana-de-açúcar,29188.22,170515.18,1.39,23.0,27.8,93007660.04,212681.44,Muito Alto
2015,6,2015-06-01,Sudeste,MG,Soja,12981.85,122816.92,77.42,106.1,31.1,78222155.51,12189.67,Médio
2015,6,2015-06-01,Sudeste,MG,Café,48936.89,197108.73,34.54,180.7,25.9,13221167.91,210532.2,Muito Alto
2015,6,2015-06-01,Sudeste,MG,Algodão,5334.35,123103.07,57.71,145.5,22.6,372070234.3,201823.32,Muito Alto
2015,6,2015-06-01,Sudeste,ES,Feijão,6401.5,54926.68,11.5,89.1,21.6,471385766.03,115273.43,Alto
2015,6,2015-06-01,Sudeste,ES,Algodão,55950.51,158244.75,68.99,123.6,24.8,348265701.86,232870.03,Alto
2015,6,2015-06-01,Sudeste,ES,Milho,60232.99,426748.66,38.57,85.5,35.9,410483510.57,122660.07,Alto
